Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
29179,-27269,-2518,29731,-26550,-3773,30239,-25791
28188,-28607,560,28044,-28743,840,27898,-28876
27086,-29770,3633,26020,-30484,5436,24874,-31105
25878,-30750,6675,23683,-31747,9925,21240,-32411
24568,-31542,9658,21062,-32512,14217,17085,-32756
23161,-32140,12555,18187,-32766,18226,12512,-32131
21663,-32540,15341,15093,-32506,21873,7632,-30552
20081,-32741,17992,11818,-31736,25085,2565,-28068
18419,-32741,20484,8401,-30467,27800,-2565,-24752
16685,-32540,22795,4883,-28720,29962,-7632,-20702
14886,-32140,24904,1306,-26522,31529,-12512,-16038
13028,-31542,26794,-2285,-23908,32470,-17085,-10899
11119,-30750,28446,-5850,-20918,32766,-21240,-5436
9166,-29770,29848,-9345,-17600,32411,-24874,186
7177,-28607,30985,-12727,-14006,31412,-27898,5804
5160,-27269,31849,-15957,-10192,29790,-30239,11250
3123,-25763,32431,-18994,-6217,27575,-31838,16363
1073,-24099,32727,-21803,-2145,24813,-32657,20990
-980,-22287,32734,-24350,1959,21558,-32675,24995
-3030,-20338,32451,-26604,6034,17875,-31892,28259
-5068,-18264,31881,-28539,10014,13837,-30328,30685
-7086,-16079,31030,-30130,13837,9524,-28020,32202
-9076,-13795,29905,-31359,17442,5022,-25025,32764
-11031,-11426,28516,-32210,20774,420,-21417,32354
-12942,-8986,26874,-32675,23780,-4190,-17284,30985
-14803,-6492,24995,-32747,26412,-8717,-12727,28698
-16605,-3958,22895,-32424,28630,-13071,-7859,25559
-18342,-1400,20593,-31713,30398,-17165,-2797,21663
-20007,1166,18109,-30619,31689,-20918,2332,17125
-21593,3726,15465,-29158,32482,-24256,7405,12079
-23095,6263,12684,-27346,32766,-27112,12296,6675
-24506,8762,9791,-25205,32535,-29430,16886,1073
-25820,11206,6812,-22761,31793,-31163,21062,-4560
-27033,13582,3773,-20044,30552,-32277,24721,-10058
-28140,15875,700,-17085,28832,-32750,27775,-15259
-29137,18070,-2378,-13921,26659,-32572,30148,-20007
-30018,20154,-5436,-10590,24067,-31747,31782,-24162
-30782,22115,-8446,-7131,21097,-30292,32637,-27600
-31425,23940,-11382,-3587,17797,-28235,32691,-30221
-31945,25618,-14217,0,14217,-25618,31945,-31945
-32339,27138,-16926,3587,10413,-22491,30415,-32722
-32606,28493,-19485,7131,6446,-18918,28140,-32529
-32745,29672,-21873,10590,2378,-14969,25175,-31372
-32755,30669,-24067,13921,-1726,-10723,21593,-29285
-32637,31478,-26049,17085,-5804,-6263,17482,-26329
-32390,32093,-27800,20044,-9791,-1679,12942,-22593
-32016,32512,-29306,22761,-13625,2937,8085,-18187
-31516,32731,-30552,25205,-17244,7496,3030,-13242
-30893,32750,-31529,27346,-20593,11905,-2099,-7904
-30148,32567,-32227,29158,-23619,16079,-7177,-2332
-29285,32184,-32641,30619,-26273,19933,-12079,3308
-28306,31604,-32766,31713,-28516,23391,-16685,8852
-27217,30830,-32601,32424,-30310,26385,-20882,14132
-26020,29867,-32149,32747,-31629,28854,-24568,18994
-24721,28720,-31412,32675,-32451,30750,-27651,23293
-23326,27397,-30398,32210,-32764,32036,-30056,26901
-21838,25906,-29115,31359,-32562,32685,-31724,29711
-20265,24256,-27575,30130,-31849,32685,-32615,31641
-18612,22457,-25791,28539,-30636,32036,-32706,32632
-16886,20521,-23780,26604,-28942,30750,-31996,32657
-15093,18458,-21558,24350,-26794,28854,-30501,31713
-13242,16282,-19146,21803,-24225,26385,-28259,29828
-11338,14006,-16565,18994,-21276,23391,-25324,27060
-9390,11644,-13837,15957,-17992,19933,-21768,23489
-7405,9211,-10987,12727,-14427,16079,-17679,19222
-5390,6721,-8040,9345,-10634,11905,-13156,14385
-3355,4190,-5022,5850,-6675,7496,-8311,9121
-1306,1633,-1959,2285,-2611,2937,-3262,3587
746,-933,1120,-1306,1493,-1679,1866,-2052
2797,-3494,4190,-4883,5574,-6263,6949,-7632
4837,-6034,7223,-8401,9568,-10723,11862,-12985
6858,-8537,10192,-11818,13412,-14969,16484,-17953
8852,-10987,13071,-15093,17046,-18918,20702,-22389
10811,-13370,15834,-18187,20411,-22491,24413,-26161
12727,-15670,18458,-21062,23456,-25618,27525,-29158
14594,-17875,20918,-23683,26133,-28235,29962,-31290
16403,-19970,23194,-26020,28400,-30292,31665,-32494
18148,-21942,25265,-28044,30221,-31747,32592,-32736
19822,-23780,27112,-29731,31567,-32572,32720,-32006
21417,-25472,28720,-31060,32418,-32750,32046,-30328
22929,-27007,30074,-32016,32760,-32277,30586,-27750
24350,-28377,31163,-32587,32587,-31163,28377,-24350
25676,-29572,31976,-32766,31903,-29430,25472,-20228
26901,-30586,32506,-32551,30718,-27112,21942,-15506
28020,-31412,32750,-31945,29051,-24256,17875,-10325
29029,-32046,32704,-30955,26927,-20918,13370,-4837
29924,-32482,32369,-29592,24381,-17165,8537,793
30702,-32720,31747,-27874,21453,-13071,3494,6401
31359,-32756,30846,-25820,18187,-8717,-1633,11818
31892,-32592,29672,-23456,14636,-4190,-6721,16886
32301,-32227,28235,-20810,10855,420,-11644,21453
32582,-31665,26550,-17914,6903,5022,-16282,25383
32736,-30908,24629,-14803,2844,9524,-20521,28561
32760,-29962,22491,-11513,-1260,13837,-24256,30893
32657,-28832,20154,-8085,-5344,17875,-27397,32308
32424,-27525,17640,-4560,-9345,21558,-29867,32766
32065,-26049,14969,-980,-13199,24813,-31604,32252
31579,-24413,12166,2611,-16846,27575,-32567,30782
30970,-22627,9255,6172,-20228,29790,-32731,28400
30239,-20702,6263,9658,-23293,31412,-32093,25175
29389,-18650,3216,13028,-25992,32411,-30669,21204
28423,-16484,140,16241,-28283,32766,-28493,16605
27346,-14217,-2937,19259,-30130,32470,-25618,11513
26161,-11862,-5988,22046,-31504,31529,-22115,6080
24874,-9434,-8986,24568,-32383,29962,-18070,466
23489,-6949,-11905,26794,-32754,27800,-13582,-5160
22012,-4421,-14719,28698,-32611,25085,-8762,-10634
20448,-1866,-17403,30257,-31955,21873,-3726,-15793
18803,700,-19933,31452,-30798,18226,1400,-20484
17085,3262,-22287,32269,-29158,14217,6492,-24568
15300,5804,-24444,32698,-27060,9925,11426,-27923
13455,8311,-26385,32734,-24537,5436,16079,-30450
11557,10767,-28092,32376,-21628,840,20338,-32075
9613,13156,-29552,31629,-18381,-3773,24099,-32748
7632,15465,-30750,30501,-14844,-8311,27269,-32451
5620,17679,-31677,29007,-11075,-12684,29770,-31192
3587,19784,-32324,27165,-7131,-16806,31542,-29007
1540,21768,-32685,24995,-3076,-20593,32540,-25963
-513,23619,-32757,22525,1026,-23972,32741,-22149
-2565,25324,-32540,19784,5114,-26874,32140,-17679
-4606,26874,-32036,16806,9121,-29243,30750,-12684
-6629,28259,-31248,13625,12985,-31030,28607,-7314
-8627,29471,-30184,10280,16645,-32202,25763,-1726
-10590,30501,-28854,6812,20044,-32734,22287,3912
-12512,31345,-27269,3262,23128,-32615,18264,9434
-14385,31996,-25442,-326,25849,-31849,13795,14677
-16201,32451,-23391,-3912,28164,-30450,8986,19485
-17953,32706,-21133,-7450,30037,-28446,3958,23716
-19635,32761,-18689,-10899,31439,-25878,-1166,27243
-21240,32615,-16079,-14217,32346,-22795,-6263,29962
-22761,32269,-13327,-17363,32747,-19259,-11206,31793
-24193,31724,-10457,-20301,32632,-15341,-15875,32682
-25530,30985,-7496,-22995,32006,-11119,-20154,32601
-26767,30056,-4467,-25413,30877,-6675,-23940,31554
-27898,28942,-1400,-27525,29264,-2099,-27138,29572
-28920,27651,1679,-29306,27191,2518,-29672,26713
-29828,26189,4745,-30734,24691,7086,-31478,23062
-30619,24568,7768,-31793,21803,11513,-32512,18727
-31290,22795,10723,-32470,18573,15711,-32750,13837
-31838,20882,13582,-32756,15052,19598,-32184,8537
-32261,18842,16322,-32649,11294,23095,-30830,2983
-32557,16685,18918,-32149,7359,26133,-28720,-2658
-32725,14427,21346,-31262,3308,28653,-25906,-8221
-32764,12079,23586,-30000,-793,30603,-22457,-13540
-32675,9658,25618,-28377,-4883,31945,-18458,-18458
-32457,7177,27423,-26412,-8897,32653,-14006,-22828
-32112,4652,28986,-24130,-12770,32712,-9211,-26522
-31641,2099,30292,-21558,-16444,32121,-4190,-29430
-31045,-466,31331,-18727,-19859,30893,933,-31465
-30328,-3030,32093,-15670,-22962,29051,6034,-32567
-29491,-5574,32572,-12426,-25705,26632,10987,-32704
-28539,-8085,32763,-9031,-28044,23683,15670,-31871
-27474,-10546,32664,-5528,-29943,20265,19970,-30093
-26301,-12942,32277,-1959,-31372,16444,23780,-27423
-25025,-15259,31604,1633,-32308,12296,27007,-23940
-23651,-17482,30652,5206,-32738,7904,29572,-19747
-22184,-19598,29430,8717,-32653,3355,31412,-14969
-20630,-21593,27947,12123,-32055,-1260,32482,-9747
-18994,-23456,26217,15383,-30955,-5850,32756,-4236
-17284,-25175,24256,18458,-29368,-10325,32227,1400
-15506,-26740,22081,21311,-27320,-14594,30908,6995
-13667,-28140,19710,23908,-24844,-18573,28832,12382
-11775,-29368,17165,26217,-21977,-22184,26049,17403
-9836,-30415,14468,28212,-18765,-25354,22627,21908
-7859,-31276,11644,29867,-15259,-28020,18650,25763
-5850,-31945,8717,31163,-11513,-30130,14217,28854
-3819,-32418,5712,32084,-7586,-31641,9434,31090
-1773,-32691,2658,32620,-3541,-32524,4421,32404
280,-32765,-420,32763,560,-32760,-700,32757
2332,-32637,-3494,32512,4652,-32346,-5804,32140
4375,-32308,-6538,31871,8672,-31290,-10767,30569
6401,-31782,-9524,30846,12555,-29612,-15465,28092
8401,-31060,-12426,29450,16241,-27346,-19784,24783
10369,-30148,-15218,27701,19673,-24537,-23619,20738
12296,-29051,-17875,25618,22795,-21240,-26874,16079
14174,-27775,-20375,23227,25559,-17521,-29471,10943
15997,-26329,-22694,20557,27923,-13455,-31345,5482
17758,-24721,-24813,17640,29848,-9121,-32451,-140
19448,-22962,-26713,14510,31304,-4606,-32761,-5758
21062,-21062,-28377,11206,32269,0,-32269,-11206
22593,-19032,-29790,7768,32727,4606,-30985,-16322
24035,-16886,-30939,4236,32671,9121,-28942,-20954
25383,-14636,-31816,653,32103,13455,-26189,-24965
26632,-12296,-32411,-2937,31030,17521,-22795,-28235
27775,-9881,-32720,-6492,29471,21240,-18842,-30669
28810,-7405,-32739,-9970,27448,24537,-14427,-32193
29731,-4883,-32470,-13327,24995,27346,-9658,-32763
30535,-2332,-31914,-16524,22149,29612,-4652,-32361
31220,233,-31075,-19523,18956,31290,466,-31000
31782,2797,-29962,-22287,15465,32346,5574,-28720
32219,5344,-28584,-24783,11731,32760,10546,-25589
32529,7859,-26954,-26980,7813,32524,15259,-21698
32712,10325,-25085,-28854,3773,31641,19598,-17165
32766,12727,-22995,-30381,-326,30130,23456,-12123
32691,15052,-20702,-31542,-4421,28020,26740,-6721
32488,17284,-18226,-32324,-8446,25354,29368,-1120
32158,19410,-15588,-32717,-12339,22184,31276,4514
31701,21417,-12813,-32717,-16038,18573,32418,10014
31119,23293,-9925,-32324,-19485,14594,32765,15218
30415,25025,-6949,-31542,-22627,10325,32308,19970
29592,26604,-3912,-30381,-25413,5850,31060,24130
28653,28020,-840,-28854,-27800,1260,29051,27575
27600,29264,2239,-26980,-29751,-3355,26329,30203
26440,30328,5298,-24783,-31234,-7904,22962,31935
25175,31206,8311,-22287,-32227,-12296,19032,32720
23812,31892,11250,-19523,-32715,-16444,14636,32535
22355,32383,14090,-16524,-32688,-20265,9881,31385
20810,32675,16806,-13327,-32149,-23683,4883,29306
19184,32766,19373,-9970,-31105,-26632,-233,26357
17482,32657,21768,-6492,-29572,-29051,-5344,22627
15711,32346,23972,-2937,-27575,-30893,-10325,18226
13879,31838,25963,653,-25145,-32121,-15052,13284
11992,31134,27725,4236,-22321,-32712,-19410,7949
10058,30239,29243,7768,-19146,-32653,-23293,2378
8085,29158,30501,11206,-15670,-31945,-26604,-3262
6080,27898,31491,14510,-11949,-30603,-29264,-8807
4051,26467,32202,17640,-8040,-28653,-31206,-14090
2006,24874,32628,20557,-4004,-26133,-32383,-18956
-46,23128,32766,23227,93,-23095,-32766,-23260
-2099,21240,32615,25618,4190,-19598,-32346,-26874
-4143,19222,32176,27701,8221,-15711,-31134,-29692
-6172,17085,31452,29450,12123,-11513,-29158,-31629
-8175,14844,30450,30846,15834,-7086,-26467,-32628
-10147,12512,29179,31871,19297,-2518,-23128,-32660
-12079,10103,27651,32512,22457,2099,-19222,-31724
-13964,7632,25878,32763,25265,6675,-14844,-29848
-15793,5114,23876,32620,27676,11119,-10103,-27086
-17561,2565,21663,32084,29652,15341,-5114,-23521
-19259,0,19259,31163,31163,19259,0,-19259
-20882,-2565,16685,29867,32184,22795,5114,-14427
-22423,-5114,13964,28212,32701,25878,10103,-9166
-23876,-7632,11119,26217,32704,28446,14844,-3633
-25235,-10103,8175,23908,32193,30450,19222,2006
-26495,-12512,5160,21311,31177,31849,23128,7586
-27651,-14844,2099,18458,29672,32615,26467,12942
-28698,-17085,-980,15383,27701,32734,29158,17914
-29632,-19222,-4051,12123,25294,32202,31134,22355
-30450,-21240,-7086,8717,22491,31030,32346,26133
-31148,-23128,-10058,5206,19335,29243,32766,29137
-31724,-24874,-12942,1633,15875,26874,32383,31276
-32176,-26467,-15711,-1959,12166,23972,31206,32488
-32500,-27898,-18342,-5528,8266,20593,29264,32738
-32698,-29158,-20810,-9031,4236,16806,26604,32016
-32766,-30239,-23095,-12426,140,12684,23293,30345
-32706,-31134,-25175,-15670,-3958,8311,19410,27775
-32518,-31838,-27033,-18727,-7994,3773,15052,24381
-32202,-32346,-28653,-21558,-11905,-840,10325,20265
-31759,-32657,-30018,-24130,-15629,-5436,5344,15547
-31192,-32766,-31119,-26412,-19108,-9925,233,10369
-30501,-32675,-31945,-28377,-22287,-14217,-4883,4883
-29692,-32383,-32488,-30000,-25115,-18226,-9881,-746
-28765,-31892,-32745,-31262,-27550,-21873,-14636,-6355
-27725,-31206,-32712,-32149,-29552,-25085,-19032,-11775
-26577,-30328,-32390,-32649,-31090,-27800,-22962,-16846
-25324,-29264,-31782,-32756,-32140,-29962,-26329,-21417
-23972,-28020,-30893,-32470,-32685,-31529,-29051,-25354
-22525,-26604,-29731,-31793,-32717,-32470,-31060,-28539
-20990,-25025,-28306,-30734,-32236,-32766,-32308,-30877
-19373,-23293,-26632,-29306,-31248,-32411,-32765,-32301
-17679,-21417,-24721,-27525,-29770,-31412,-32418,-32766
-15916,-19410,-22593,-25413,-27825,-29790,-31276,-32261
-14090,-17284,-20265,-22995,-25442,-27575,-29368,-30798
-12209,-15052,-17758,-20301,-22660,-24813,-26740,-28423
-10280,-12727,-15093,-17363,-19523,-21558,-23456,-25205
-8311,-10325,-12296,-14217,-16079,-17875,-19598,-21240
-6309,-7859,-9390,-10899,-12382,-13837,-15259,-16645
-4282,-5344,-6401,-7450,-8491,-9524,-10546,-11557
-2239,-2797,-3355,-3912,-4467,-5022,-5574,-6126
-186,-233,-280,-326,-373,-420,-466,-513
1866,2332,2797,3262,3726,4190,4652,5114
3912,4883,5850,6812,7768,8717,9658,10590
5942,7405,8852,10280,11688,13071,14427,15752
7949,9881,11775,13625,15424,17165,18842,20448
9925,12296,14594,16806,18918,20918,22795,24537
11862,14636,17284,19784,22115,24256,26189,27898
13752,16886,19822,22525,24965,27112,28942,30433
15588,19032,22184,24995,27423,29430,30985,32065
17363,21062,24350,27165,29450,31163,32269,32747
19070,22962,26301,29007,31015,32277,32761,32457
20702,24721,28020,30501,32093,32750,32451,31206
22252,26329,29491,31629,32668,32572,31345,29029
23716,27775,30702,32376,32729,31747,29471,25992
25085,29051,31641,32734,32277,30292,26874,22184
26357,30148,32301,32698,31318,28235,23619,17718
27525,31060,32675,32269,29867,25618,19784,12727
28584,31782,32760,31452,27947,22491,15465,7359
29532,32308,32557,30257,25589,18918,10767,1773
30363,32637,32065,28698,22828,14969,5804,-3865
31075,32765,31290,26794,19710,10723,700,-9390
31665,32691,30239,24568,16282,6263,-4421,-14636
32131,32418,28920,22046,12598,1679,-9434,-19448
32470,31945,27346,19259,8717,-2937,-14217,-23683
32682,31276,25530,16241,4698,-7496,-18650,-27217
32765,30415,23489,13028,606,-11905,-22627,-29943
32720,29368,21240,9658,-3494,-16079,-26049,-31782
32546,28140,18803,6172,-7541,-19933,-28832,-32678
32244,26740,16201,2611,-11469,-23391,-30908,-32606
31816,25175,13455,-980,-15218,-26385,-32227,-31567
31262,23456,10590,-4560,-18727,-28854,-32756,-29592
30586,21593,7632,-8085,-21942,-30750,-32482,-26740
29790,19598,4606,-11513,-24813,-32036,-31412,-23095
28876,17482,1540,-14803,-27294,-32685,-29572,-18765
27849,15259,-1540,-17914,-29347,-32685,-27007,-13879
26713,12942,-4606,-20810,-30939,-32036,-23780,-8582
25472,10546,-7632,-23456,-32046,-30750,-19970,-3030
24130,8085,-10590,-25820,-32649,-28854,-15670,2611
22694,5574,-13455,-27874,-32739,-26385,-10987,8175
21169,3030,-16201,-29592,-32316,-23391,-6034,13497
19560,466,-18803,-30955,-31385,-19933,-933,18419
17875,-2099,-21240,-31945,-29962,-16079,4190,22795
16120,-4652,-23489,-32551,-28068,-11905,9211,26495
14301,-7177,-25530,-32766,-25734,-7496,14006,29409
12426,-9658,-27346,-32587,-22995,-2937,18458,31452
10502,-12079,-28920,-32016,-19896,1679,22457,32562
8537,-14427,-30239,-31060,-16484,6263,25906,32706
6538,-16685,-31290,-29731,-12813,10723,28720,31881
4514,-18842,-32065,-28044,-8942,14969,30830,30111
2471,-20882,-32557,-26020,-4929,18918,32184,27448
420,-22795,-32760,-23683,-840,22491,32750,23972
-1633,-24568,-32675,-21062,3262,25618,32512,19784
-3680,-26189,-32301,-18187,7314,28235,31478,15010
-5712,-27651,-31641,-15093,11250,30292,29672,9791
-7723,-28942,-30702,-11818,15010,31747,27138,4282
-9702,-30056,-29491,-8401,18535,32572,23940,-1353
-11644,-30985,-28020,-4883,21768,32750,20154,-6949
-13540,-31724,-26301,-1306,24660,32277,15875,-12339
-15383,-32269,-24350,2285,27165,31163,11206,-17363
-17165,-32615,-22184,5850,29243,29430,6263,-21873
-18880,-32761,-19822,9345,30862,27112,1166,-25734
-20521,-32706,-17284,12727,31996,24256,-3958,-28832
-22081,-32451,-14594,15957,32628,20918,-8986,-31075
-23554,-31996,-11775,18994,32748,17165,-13795,-32397
-24935,-31345,-8852,21803,32354,13071,-18264,-32759
-26217,-30501,-5850,24350,31452,8717,-22287,-32149
-27397,-29471,-2797,26604,30056,4190,-25763,-30586
-28469,-28259,280,28539,28188,-420,-28607,-28116
-29430,-26874,3355,30130,25878,-5022,-30750,-24813
-30275,-25324,6401,31359,23161,-9524,-32140,-20774
-31000,-23619,9390,32210,20081,-13837,-32741,-16120
-31604,-21768,12296,32675,16685,-17875,-32540,-10987
-32084,-19784,15093,32747,13028,-21558,-31542,-5528
-32438,-17679,17758,32424,9166,-24813,-29770,93
-32664,-15465,20265,31713,5160,-27575,-27269,5712
-32762,-13156,22593,30619,1073,-29790,-24099,11163
-32731,-10767,24721,29158,-3030,-31412,-20338,16282
-32572,-8311,26632,27346,-7086,-32411,-16079,20918
-32285,-5804,28306,25205,-11031,-32766,-11426,24935
-31871,-3262,29731,22761,-14803,-32470,-6492,28212
-31331,-700,30893,20044,-18342,-31529,-1400,30652
-30669,1866,31782,17085,-21593,-29962,3726,32184
-29886,4421,32390,13921,-24506,-27800,8762,32762
-28986,6949,32712,10590,-27033,-25085,13582,32369
-27971,9434,32745,7131,-29137,-21873,18070,31015
-26847,11862,32488,3587,-30782,-18226,22115,28743
-25618,14217,31945,0,-31945,-14217,25618,25618
-24288,16484,31119,-3587,-32606,-9925,28493,21733
-22862,18650,30018,-7131,-32755,-5436,30669,17205
-21346,20702,28653,-10590,-32390,-840,32093,12166
-19747,22627,27033,-13921,-31516,3773,32731,6766
-18070,24413,25175,-17085,-30148,8311,32567,1166
-16322,26049,23095,-20044,-28306,12684,31604,-4467
-14510,27525,20810,-22761,-26020,16806,29867,-9970
-12641,28832,18342,-25205,-23326,20593,27397,-15176
-10723,29962,15711,-27346,-20265,23972,24256,-19933
-8762,30908,12942,-29158,-16886,26874,20521,-24099
-6766,31665,10058,-30619,-13242,29243,16282,-27550
-4745,32227,7086,-31713,-9390,31030,11644,-30184
-2704,32592,4051,-32424,-5390,32202,6721,-31924
-653,32756,980,-32747,-1306,32734,1633,-32717
1400,32720,-2099,-32675,2797,32615,-3494,-32540
3448,32482,-5160,-32210,6858,31849,-8537,-31399
5482,32046,-8175,-31359,10811,30450,-13370,-29326
7496,31412,-11119,-30130,14594,28446,-17875,-26385
9479,30586,-13964,-28539,18148,25878,-21942,-22660
11426,29572,-16685,-26604,21417,22795,-25472,-18264
13327,28377,-19259,-24350,24350,19259,-28377,-13327
15176,27007,-21663,-21803,26901,15341,-30586,-7994
16966,25472,-23876,-18994,29029,11119,-32046,-2425
18689,23780,-25878,-15957,30702,6675,-32720,3216
20338,21942,-27651,-12727,31892,2099,-32592,8762
21908,19970,-29179,-9345,32582,-2518,-31665,14048
23391,17875,-30450,-5850,32760,-7086,-29962,18918
24783,15670,-31452,-2285,32424,-11513,-27525,23227
26077,13370,-32176,1306,31579,-15711,-24413,26847
27269,10987,-32615,4883,30239,-19598,-20702,29672
28353,8537,-32766,8401,28423,-23095,-16484,31617
29326,6034,-32628,11818,26161,-26133,-11862,32624
30184,3494,-32202,15093,23489,-28653,-6949,32664
30924,933,-31491,18187,20448,-30603,-1866,31736
31542,-1633,-30501,21062,17085,-31945,3262,29867
32036,-4190,-29243,23683,13455,-32653,8311,27112
32404,-6721,-27725,26020,9613,-32712,13156,23554
32645,-9211,-25963,28044,5620,-32121,17679,19297
32757,-11644,-23972,29731,1540,-30893,21768,14468
32741,-14006,-21768,31060,-2565,-29051,25324,9211
32597,-16282,-19373,32016,-6629,-26632,28259,3680
